33554432,9828275216,19,35,16,62,31.5512
33554432,9752281555,16,32,20,69,31.7108
33554432,9366386759,23,28,18,64,31.4972
33554432,9367237844,17,32,21,65,31.246
33554432,9393676519,24,36,19,67,31.7519
33554432,9420033502,16,25,13,67,32.3534
33554432,9464399446,10,28,20,63,31.0396
33554432,9452965080,16,37,15,65,31.4716
33554432,9278797786,17,36,19,61,31.1574
33554432,9546729000,10,31,18,67,32.1842
33554432,9749363711,7,20,16,63,32.9155
33554432,9702271680,17,34,17,67,33.9845
33554432,9271973833,15,49,17,62,31.0432
33554432,9629879194,25,34,23,62,32.1817
33554432,9613826283,17,36,11,62,31.1559
33554432,9448610624,17,33,11,63,31.29
33554432,9444575423,13,31,15,63,31.7022
33554432,9438495692,22,40,14,63,31.7002
33554432,9304198940,17,24,18,61,30.8598
33554432,9547566678,20,23,12,63,32.7221
33554432,9723443893,15,26,17,65,32.1439
33554432,9562767395,11,40,17,60,32.0788
33554432,9469837419,21,30,10,63,31.4996
33554432,9787367498,12,30,20,69,32.885
33554432,9553072339,20,27,18,62,31.3298
33554432,9654973501,19,31,15,68,32.9698
33554432,9810560280,15,28,17,67,32.1986
33554432,9617620044,15,36,15,63,30.7861
33554432,10154361004,17,40,20,66,32.2352
33554432,9570175781,20,39,20,64,31.1693
33554432,9603124461,25,32,23,62,31.3108
33554432,10006387357,15,32,9,67,32.7917
33554432,9939881158,17,34,26,64,32.3077
33554432,9565638246,17,27,16,61,31.3791
33554432,9982914364,13,35,15,65,33.2684
33554432,9967867106,13,29,15,62,30.9088
33554432,9866404168,18,39,15,62,31.1762
33554432,10135438977,14,25,17,64,32.089
33554432,10021009972,19,30,12,64,32.2007
33554432,9954741069,11,27,12,63,31.7108
33554432,9867709041,16,26,19,61,30.8981
33554432,10035216269,16,36,27,60,31.3957
33554432,10375625971,11,43,15,62,32.6174
33554432,9817647204,26,25,14,63,31.5781
33554432,10214373835,21,36,19,69,32.0318
33554432,10221844675,16,32,13,64,31.6014
33554432,10232075098,20,29,31,65,31.6506
33554432,10243173725,16,24,23,66,31.3338
33554432,9939401643,19,40,12,63,31.873
33554432,10385741763,18,29,24,65,32.1679
