67108864,32360593734,17,32,11,73,33.4128,2.0
67108864,28916741048,16,29,13,63,32.6515,2.0
67108864,31479860437,22,38,16,65,33.4947,2.0
67108864,30483575748,13,38,25,66,32.7026,2.0
67108864,30262275935,15,35,20,66,32.8319,2.0
67108864,31409758725,15,31,15,67,33.2597,2.0
67108864,31361026280,22,30,18,63,32.1408,2.0
67108864,32256417338,14,26,21,67,32.7606,2.0
67108864,31497458236,20,33,18,64,32.3735,2.0
67108864,32319941392,15,24,15,65,32.8681,2.0
67108864,32439041109,19,37,18,68,33.1573,2.0
67108864,32898678443,12,28,12,71,33.6668,2.0
67108864,32847830334,17,26,15,65,33.176,2.0
67108864,32786572095,17,42,17,64,32.72,2.0
67108864,33489970429,16,30,21,66,33.1409,2.0
67108864,32918649788,16,37,18,67,32.5204,2.0
67108864,34536583846,20,32,23,65,32.9167,2.0
67108864,33980546765,23,33,10,63,33.3344,2.0
67108864,34154319372,11,46,18,68,33.952,2.0
67108864,34149256998,15,33,25,64,32.5999,2.0
67108864,34152552911,20,27,17,66,34.1706,2.0
67108864,34136210719,23,36,15,73,33.2749,2.0
67108864,33884491717,23,42,16,65,33.1434,2.0
67108864,34192886129,17,34,21,64,32.9165,2.0
67108864,33549115026,15,28,16,63,32.8192,2.0
67108864,34590998900,14,26,17,66,33.8038,2.0
67108864,34143761321,21,37,16,67,33.2518,2.0
67108864,33781996654,18,37,20,64,32.5866,2.0
67108864,33675822765,21,29,19,64,32.1453,2.0
67108864,33686492042,31,37,13,68,33.8557,2.0
67108864,34057812694,18,38,10,65,32.8573,2.0
67108864,34414412322,15,39,17,67,33.7514,2.0
67108864,34721246258,10,29,17,73,33.4191,2.0
67108864,34148187747,17,32,10,63,32.651,2.0
67108864,34937106121,23,35,18,65,33.4944,2.0
67108864,34960377389,24,25,18,66,32.7034,2.0
67108864,34665839677,16,33,19,66,32.8318,2.0
67108864,35434615954,9,28,12,67,33.2602,2.0
67108864,35205529060,17,36,15,63,32.1406,2.0
67108864,35675442653,20,29,22,67,32.7636,2.0
67108864,34834818409,22,39,16,64,32.3747,2.0
67108864,35579135185,16,31,16,65,32.8677,2.0
67108864,35461223944,23,34,13,68,33.1571,2.0
67108864,35815920538,15,30,17,71,33.6668,2.0
67108864,34870265413,17,29,18,65,33.1759,2.0
67108864,34356281097,12,38,16,64,32.7203,2.0
67108864,34976764738,16,37,22,66,33.1411,2.0
67108864,34228389975,16,35,21,67,32.5208,2.0
67108864,34675394748,13,34,22,65,32.9175,2.0
67108864,34744242965,17,36,10,63,33.3391,2.0
67108864,34884118629,11,51,14,68,33.9516,2.0
67108864,34736436670,17,35,20,64,32.6003,2.0
