67108864,22483401921,14,27,19,80,-29.0403
67108864,21751859108,10,38,11,81,-29.1323
67108864,21983456445,13,34,28,81,-28.0749
67108864,25703460862,16,54,17,89,-27.6888
67108864,25990833784,13,31,25,83,-29.1651
67108864,35436380612,12,50,19,84,-26.5961
67108864,35435028730,11,38,20,86,-27.8475
67108864,35595800586,13,37,28,81,-29.8222
67108864,38803310647,11,41,9,89,-26.1598
67108864,37492935662,11,37,27,82,-28.1804
67108864,36964211151,8,30,17,87,-28.0857
67108864,37404468957,16,41,30,91,-28.0001
67108864,38317306863,8,44,22,85,-27.893
67108864,38392328923,11,24,28,82,-28.7871
67108864,37265917609,16,55,23,82,-28.8321
67108864,37695414987,13,45,24,80,-29.0657
67108864,37328904855,14,28,20,80,-29.0403
67108864,37131371811,10,39,11,81,-29.1323
67108864,39100861184,12,35,29,81,-28.0749
67108864,37934538563,15,51,18,89,-27.6888
67108864,37606002385,12,32,26,83,-29.1651
67108864,38210338572,12,49,19,84,-26.5961
67108864,37630278472,10,39,21,86,-27.8475
67108864,37324359502,13,38,29,81,-29.8222
67108864,39853052365,11,42,10,89,-26.1598
67108864,38516688854,11,39,28,82,-28.1804
67108864,39748949242,9,31,18,87,-28.0857
67108864,38418960401,15,34,30,91,-28.0001
67108864,38908895144,8,43,23,85,-27.893
67108864,38392311200,11,25,29,82,-28.7871
67108864,38006987876,15,54,22,82,-28.8321
67108864,37838610988,13,42,25,80,-29.0657
67108864,37664201058,13,29,21,80,-29.0403
67108864,37791251381,9,40,11,81,-29.1323
67108864,38255011330,14,36,29,81,-28.0749
67108864,38617699233,15,52,17,89,-27.6888
67108864,38152046207,12,33,27,83,-29.1651
67108864,38740601188,12,52,17,84,-26.5961
67108864,38058622626,11,40,22,86,-27.8475
67108864,37669449486,13,36,30,81,-29.8222
67108864,40310933841,11,43,11,89,-26.1598
67108864,39022183332,12,40,29,82,-28.1804
67108864,39585773189,8,32,17,87,-28.0857
67108864,39788708031,15,36,31,91,-28.0001
67108864,40167597508,8,41,24,85,-27.893
67108864,39595571507,11,27,29,82,-28.7871
67108864,39865786374,15,52,23,82,-28.8321
67108864,39980362388,13,43,21,80,-29.0657
67108864,39607679836,13,30,15,80,-29.0403
67108864,37522927389,9,37,12,81,-29.1323
67108864,27316648590,14,33,30,81,-28.0749
67108864,40099426914,16,43,18,89,-27.6888
67108864,40031978262,12,30,28,83,-29.1651
67108864,37677746439,12,53,18,84,-26.5961
67108864,38657039576,10,36,23,86,-27.8475
67108864,39529000554,12,29,31,81,-29.8222
67108864,41837803293,10,40,12,89,-26.1598
67108864,40550128878,12,38,29,82,-28.1804
67108864,40407914757,7,33,18,87,-28.0857
67108864,40716579072,15,37,32,91,-28.0001
67108864,41305708102,7,43,25,85,-27.893
67108864,40240193192,10,26,30,82,-28.7871
67108864,39983867307,15,55,24,82,-28.8321
67108864,39945155032,14,45,22,80,-29.0657
67108864,39671009703,12,26,16,80,-29.0403
67108864,39588138216,8,32,13,81,-29.1323
67108864,40095920311,13,35,31,81,-28.0749
67108864,40581576612,16,48,19,89,-27.6888
67108864,39946932429,12,31,29,83,-29.1651
67108864,40392328769,12,51,18,84,-26.5961
67108864,39760003600,11,38,20,86,-27.8475
67108864,39359086491,13,34,29,81,-29.8222
67108864,41795455869,12,42,13,89,-26.1598
67108864,40577708997,12,39,23,82,-28.1804
67108864,40416300338,9,27,19,87,-28.0857
67108864,40723220611,14,38,28,91,-28.0001
67108864,41268717275,8,46,23,85,-27.893
67108864,40484311512,11,27,31,82,-28.7871
67108864,40239102195,15,56,25,82,-28.8321
67108864,40084438758,13,46,16,80,-29.0657
67108864,39796677794,15,24,12,80,-29.0403
67108864,39717095542,8,36,12,81,-29.1323
67108864,40212439978,14,36,32,81,-28.0749
