2,17630,0,1,1,1
2,1169,0,1,1,1
2,1162,0,1,1,1
2,1036,1,0,0,1
2,961,1,0,0,1
2,1071,0,1,1,1
2,1055,1,0,0,1
2,943,0,1,1,1
2,1065,0,1,1,1
2,893,0,1,1,1
2,1035,0,1,1,1
2,944,1,0,0,1
2,1319,0,1,1,1
2,853,0,1,1,1
2,828,0,1,1,1
2,1045,1,0,0,1
2,959,0,1,1,1
2,809,0,1,1,1
2,941,0,1,1,1
2,820,0,1,1,1
2,917,0,1,1,1
2,821,0,1,1,1
2,836,0,1,1,1
2,831,0,1,1,1
2,851,0,1,1,1
2,847,0,1,1,1
2,794,0,1,1,1
2,823,0,1,1,1
2,830,0,1,1,1
2,906,0,1,1,1
2,868,1,0,0,1
2,951,1,0,0,1
2,870,1,0,0,1
2,934,0,1,1,1
2,796,0,1,1,1
2,828,0,1,1,1
2,803,0,1,1,1
2,913,1,0,0,1
2,809,0,1,1,1
2,817,0,1,1,1
2,811,0,1,1,1
2,990,1,0,0,1
2,869,0,1,1,1
2,840,0,1,1,1
2,1016,1,0,0,1
2,931,0,1,1,1
2,933,1,0,0,1
2,1086,0,1,1,1
2,954,0,1,1,1
2,1145,1,0,0,1
2,1024,1,0,0,1
2,949,0,1,1,1
2,810,0,1,1,1
2,1021,0,1,1,1
2,849,0,1,1,1
2,934,0,1,1,1
2,800,0,1,1,1
2,903,0,1,1,1
2,939,0,1,1,1
2,1079,1,0,0,1
2,876,0,1,1,1
2,1482,1,0,0,1
2,846,0,1,1,1
2,985,1,0,0,1
2,950,0,1,1,1
2,820,0,1,1,1
2,1192,0,1,1,1
2,942,0,1,1,1
2,857,0,1,1,1
2,889,1,0,0,1
2,998,1,0,0,1
2,972,0,1,1,1
2,868,0,1,1,1
2,938,0,1,1,1
2,932,0,1,1,1
2,966,1,0,0,1
2,883,0,1,1,1
2,931,0,1,1,1
2,927,0,1,1,1
2,946,0,1,1,1
2,935,0,1,1,1
2,1106,1,0,0,1
2,852,0,1,1,1
2,929,0,1,1,1
2,1186,1,0,0,1
2,939,0,1,1,1
2,1009,1,0,0,1
2,884,1,0,0,1
2,906,1,0,0,1
2,1024,0,1,1,1
2,964,0,1,1,1
2,982,1,0,0,1
2,933,0,1,1,1
2,934,1,0,0,1
2,1008,1,0,0,1
2,1138,1,0,0,1
2,957,0,1,1,1
2,1122,0,1,1,1
2,935,0,1,1,1
2,965,0,1,1,1
2,929,0,1,1,1
2,938,0,1,1,1
2,868,0,1,1,1
2,889,1,0,0,1
2,824,0,1,1,1
2,945,0,1,1,1
2,893,1,0,0,1
2,872,0,1,1,1
2,874,0,1,1,1
2,1062,1,0,0,1
2,911,0,1,1,1
2,886,1,0,0,1
2,865,0,1,1,1
2,866,0,1,1,1
2,872,0,1,1,1
2,1085,1,0,0,1
2,856,0,1,1,1
2,908,1,0,0,1
2,849,0,1,1,1
2,896,1,0,0,1
2,872,0,1,1,1
2,883,1,0,0,1
2,960,1,0,0,1
2,1034,0,1,1,1
2,900,0,1,1,1
2,847,0,1,1,1
2,1004,1,0,0,1
2,979,0,1,1,1
2,888,0,1,1,1
2,838,0,1,1,1
2,1016,1,0,0,1
2,900,1,0,0,1
2,943,0,1,1,1
2,959,0,1,1,1
2,876,1,0,0,1
2,844,0,1,1,1
2,921,0,1,1,1
2,841,0,1,1,1
2,834,0,1,1,1
2,1166,0,1,1,1
2,950,0,1,1,1
2,1340,1,0,0,1
2,1005,1,0,0,1
2,859,1,0,0,1
2,1030,0,1,1,1
2,1048,0,1,1,1
2,858,0,1,1,1
2,940,0,1,1,1
2,1110,0,1,1,1
2,893,1,0,0,1
2,854,1,0,0,1
2,990,1,0,0,1
2,917,0,1,1,1
2,828,0,1,1,1
2,1102,1,0,0,1
2,871,1,0,0,1
2,808,0,1,1,1
2,879,1,0,0,1
2,791,0,1,1,1
2,856,1,0,0,1
2,882,0,1,1,1
2,860,1,0,0,1
2,794,0,1,1,1
2,862,1,0,0,1
2,905,0,1,1,1
2,831,0,1,1,1
2,798,0,1,1,1
2,825,0,1,1,1
2,837,1,0,0,1
2,823,1,0,0,1
2,896,0,1,1,1
2,912,0,1,1,1
2,898,1,0,0,1
2,845,1,0,0,1
2,885,0,1,1,1
2,825,0,1,1,1
2,796,0,1,1,1
2,765,0,1,1,1
2,966,1,0,0,1
2,871,0,1,1,1
2,957,1,0,0,1
2,926,0,1,1,1
2,815,0,1,1,1
2,788,0,1,1,1
2,810,0,1,1,1
2,759,0,1,1,1
2,829,0,1,1,1
2,975,1,0,0,1
2,881,0,1,1,1
2,999,1,0,0,1
2,819,1,0,0,1
2,788,0,1,1,1
2,878,1,0,0,1
2,849,1,0,0,1
2,929,1,0,0,1
2,900,0,1,1,1
2,787,0,1,1,1
2,864,1,0,0,1
2,814,0,1,1,1
2,931,1,0,0,1
2,829,0,1,1,1
2,979,1,0,0,1
2,974,0,1,1,1
2,971,1,0,0,1
2,908,1,0,0,1
2,873,0,1,1,1
2,916,0,1,1,1
2,874,1,0,0,1
2,1052,0,1,1,1
2,821,0,1,1,1
2,924,0,1,1,1
2,1094,1,0,0,1
2,977,1,0,0,1
2,1008,0,1,1,1
2,961,0,1,1,1
2,842,0,1,1,1
2,951,1,0,0,1
2,953,1,0,0,1
2,825,0,1,1,1
2,1156,0,1,1,1
2,1320,0,1,1,1
2,906,0,1,1,1
2,1047,0,1,1,1
2,988,1,0,0,1
2,833,0,1,1,1
2,961,1,0,0,1
2,924,0,1,1,1
2,935,0,1,1,1
2,895,0,1,1,1
2,948,1,0,0,1
2,973,1,0,0,1
2,934,0,1,1,1
2,922,0,1,1,1
2,1014,0,1,1,1
2,1119,1,0,0,1
2,879,0,1,1,1
2,764,0,1,1,1
2,919,0,1,1,1
2,917,1,0,0,1
2,933,1,0,0,1
2,978,1,0,0,1
2,805,0,1,1,1
2,908,0,1,1,1
2,890,0,1,1,1
2,899,0,1,1,1
2,801,0,1,1,1
2,767,0,1,1,1
2,797,1,0,0,1
2,829,1,0,0,1
2,879,1,0,0,1
2,866,1,0,0,1
2,786,0,1,1,1
2,880,0,1,1,1
2,924,1,0,0,1
2,990,1,0,0,1
2,970,1,0,0,1
2,944,0,1,1,1
2,919,1,0,0,1
2,979,1,0,0,1
2,878,0,1,1,1
2,813,0,1,1,1
2,923,1,0,0,1
2,891,0,1,1,1
2,785,0,1,1,1
2,865,0,1,1,1
2,890,0,1,1,1
2,943,1,0,0,1
2,847,1,0,0,1
2,914,0,1,1,1
2,815,1,0,0,1
2,805,0,1,1,1
2,915,0,1,1,1
2,1105,0,1,1,1
2,805,0,1,1,1
2,787,0,1,1,1
2,1008,0,1,1,1
2,801,0,1,1,1
2,832,1,0,0,1
2,760,0,1,1,1
2,838,1,0,0,1
2,884,1,0,0,1
2,923,1,0,0,1
2,889,0,1,1,1
2,812,0,1,1,1
2,766,0,1,1,1
2,822,0,1,1,1
2,745,0,1,1,1
2,780,0,1,1,1
2,902,0,1,1,1
2,804,1,0,0,1
2,928,1,0,0,1
2,807,1,0,0,1
2,803,0,1,1,1
2,758,0,1,1,1
2,794,0,1,1,1
2,886,0,1,1,1
2,748,0,1,1,1
2,999,0,1,1,1
2,823,0,1,1,1
2,908,0,1,1,1
2,840,1,0,0,1
2,825,1,0,0,1
2,850,1,0,0,1
2,794,0,1,1,1
2,864,1,0,0,1
2,809,0,1,1,1
2,769,0,1,1,1
2,866,0,1,1,1
2,965,0,1,1,1
2,882,0,1,1,1
2,851,1,0,0,1
2,871,1,0,0,1
2,824,0,1,1,1
2,902,0,1,1,1
2,804,0,1,1,1
2,823,0,1,1,1
2,772,0,1,1,1
2,749,0,1,1,1
2,795,0,1,1,1
2,764,0,1,1,1
2,800,1,0,0,1
2,803,0,1,1,1
2,822,0,1,1,1
2,857,1,0,0,1
2,916,0,1,1,1
2,789,0,1,1,1
2,990,1,0,0,1
2,810,1,0,0,1
2,769,0,1,1,1
2,897,1,0,0,1
2,850,1,0,0,1
2,888,0,1,1,1
2,878,0,1,1,1
2,921,0,1,1,1
2,866,0,1,1,1
2,866,1,0,0,1
2,956,1,0,0,1
2,881,0,1,1,1
2,924,1,0,0,1
2,899,0,1,1,1
2,828,0,1,1,1
2,824,1,0,0,1
2,827,1,0,0,1
2,802,1,0,0,1
2,867,0,1,1,1
2,845,1,0,0,1
2,820,1,0,0,1
2,803,0,1,1,1
2,889,1,0,0,1
2,884,0,1,1,1
2,850,0,1,1,1
2,823,1,0,0,1
2,886,0,1,1,1
2,783,0,1,1,1
2,866,0,1,1,1
2,808,0,1,1,1
2,881,0,1,1,1
2,819,0,1,1,1
2,867,0,1,1,1
2,903,0,1,1,1
2,808,0,1,1,1
2,962,1,0,0,1
2,908,0,1,1,1
2,1072,0,1,1,1
2,994,0,1,1,1
2,853,0,1,1,1
2,921,0,1,1,1
2,832,0,1,1,1
2,917,1,0,0,1
2,851,0,1,1,1
2,884,0,1,1,1
2,857,1,0,0,1
2,901,1,0,0,1
2,925,1,0,0,1
2,1483,0,1,1,1
2,968,0,1,1,1
2,953,1,0,0,1
2,868,1,0,0,1
2,908,0,1,1,1
2,950,0,1,1,1
2,798,0,1,1,1
2,817,0,1,1,1
2,910,0,1,1,1
2,805,0,1,1,1
2,1117,1,0,0,1
2,805,0,1,1,1
2,808,0,1,1,1
2,921,0,1,1,1
2,914,1,0,0,1
2,852,0,1,1,1
2,1028,1,0,0,1
2,981,1,0,0,1
2,929,0,1,1,1
2,934,1,0,0,1
2,812,0,1,1,1
2,1053,1,0,0,1
2,925,1,0,0,1
2,1039,1,0,0,1
2,923,0,1,1,1
2,828,0,1,1,1
2,873,0,1,1,1
2,960,1,0,0,1
2,1098,0,1,1,1
2,1586,0,1,1,1
2,1041,0,1,1,1
2,1178,1,0,0,1
2,1035,0,1,1,1
2,1186,0,1,1,1
2,946,0,1,1,1
2,1131,0,1,1,1
2,1015,1,0,0,1
2,976,1,0,0,1
2,937,0,1,1,1
2,967,1,0,0,1
2,932,0,1,1,1
2,995,1,0,0,1
2,961,0,1,1,1
2,800,0,1,1,1
2,1076,1,0,0,1
2,1041,0,1,1,1
2,800,0,1,1,1
2,1074,1,0,0,1
2,1033,0,1,1,1
2,973,0,1,1,1
2,899,1,0,0,1
2,1013,0,1,1,1
2,842,0,1,1,1
2,1026,0,1,1,1
2,1130,0,1,1,1
2,932,1,0,0,1
2,964,0,1,1,1
2,942,0,1,1,1
2,857,0,1,1,1
2,878,0,1,1,1
2,884,1,0,0,1
2,822,0,1,1,1
2,823,0,1,1,1
2,875,1,0,0,1
2,883,0,1,1,1
2,793,0,1,1,1
2,852,1,0,0,1
2,789,0,1,1,1
2,938,1,0,0,1
2,799,0,1,1,1
2,874,0,1,1,1
2,991,1,0,0,1
2,857,1,0,0,1
2,859,0,1,1,1
2,783,0,1,1,1
2,832,1,0,0,1
2,845,1,0,0,1
2,963,1,0,0,1
2,909,0,1,1,1
2,813,0,1,1,1
2,793,0,1,1,1
2,873,0,1,1,1
2,911,0,1,1,1
2,975,1,0,0,1
2,778,0,1,1,1
2,771,0,1,1,1
2,750,0,1,1,1
2,896,0,1,1,1
2,790,0,1,1,1
2,755,0,1,1,1
2,787,0,1,1,1
2,799,1,0,0,1
2,744,0,1,1,1
2,785,0,1,1,1
2,769,0,1,1,1
2,791,0,1,1,1
2,840,0,1,1,1
2,953,0,1,1,1
2,776,0,1,1,1
2,765,0,1,1,1
2,935,1,0,0,1
2,905,1,0,0,1
2,885,0,1,1,1
2,948,1,0,0,1
2,868,0,1,1,1
2,868,0,1,1,1
2,815,1,0,0,1
2,886,0,1,1,1
2,855,0,1,1,1
2,867,0,1,1,1
2,819,0,1,1,1
2,837,0,1,1,1
2,813,1,0,0,1
2,790,0,1,1,1
2,831,1,0,0,1
2,871,0,1,1,1
2,906,1,0,0,1
2,865,0,1,1,1
2,824,1,0,0,1
2,831,0,1,1,1
2,792,0,1,1,1
2,922,0,1,1,1
2,878,0,1,1,1
2,770,0,1,1,1
2,834,1,0,0,1
2,1119,0,1,1,1
2,1091,1,0,0,1
2,1002,1,0,0,1
2,871,1,0,0,1
2,834,1,0,0,1
2,1194,1,0,0,1
2,1224,0,1,1,1
2,931,0,1,1,1
2,1191,1,0,0,1
2,926,1,0,0,1
2,968,1,0,0,1
2,1200,0,1,1,1
2,862,0,1,1,1
2,979,1,0,0,1
2,962,0,1,1,1
2,1278,1,0,0,1
2,939,0,1,1,1
2,969,0,1,1,1
