67108864,20494498870,23,39,17,68,32.7571,2.0
67108864,22959339445,21,37,11,69,33.6718,2.0
67108864,18713739960,18,35,18,62,32.2537,2.0
67108864,19634800137,17,43,18,65,32.8679,2.0
67108864,26001081216,13,39,15,66,32.8726,2.0
67108864,18627263146,19,29,20,64,32.6032,2.0
67108864,20548727705,16,22,25,69,32.5601,2.0
67108864,20446585608,14,45,17,64,32.9116,2.0
67108864,24161858262,13,26,17,65,33.422,2.0
67108864,22977752188,14,37,24,69,33.208,2.0
67108864,24188833731,24,36,6,68,32.9214,2.0
67108864,22207070601,18,35,19,64,33.1874,2.0
67108864,20909034280,16,31,23,67,33.2211,2.0
67108864,19123803404,13,30,17,66,32.5937,2.0
67108864,24372962745,29,41,15,63,32.2534,2.0
67108864,26425878938,18,33,17,69,32.0007,2.0
67108864,24522273486,17,34,14,64,32.6609,2.0
67108864,26290263284,11,33,26,66,33.1561,2.0
67108864,32068384049,13,36,18,68,32.6314,2.0
67108864,27173767884,13,38,15,67,33.2166,2.0
67108864,21190384072,16,33,18,64,33.1537,2.0
67108864,20691108981,20,43,19,68,33.1893,2.0
67108864,23187369268,15,33,15,66,32.9304,2.0
67108864,21920190191,24,38,12,63,32.4538,2.0
67108864,26004919585,18,27,20,68,32.0241,2.0
67108864,28831930504,12,26,16,66,33.5754,2.0
67108864,22353248974,15,34,16,66,32.8101,2.0
67108864,26218882906,18,28,22,66,31.9129,2.0
67108864,26799782567,17,32,14,67,32.6269,2.0
67108864,26064020542,16,39,17,63,32.5956,2.0
67108864,22803796210,12,37,16,69,34.4542,2.0
67108864,21794053881,14,35,15,65,33.1205,2.0
67108864,28551080903,12,25,17,64,33.4644,2.0
67108864,21964635752,23,29,14,63,32.1039,2.0
67108864,25804034705,23,35,20,67,32.989,2.0
67108864,21873581524,20,28,18,66,32.2942,2.0
67108864,23338770135,19,33,17,61,31.8369,2.0
67108864,23919447710,18,31,14,67,32.6512,2.0
67108864,21821951216,23,30,17,64,32.9732,2.0
67108864,22153218564,18,35,21,68,33.2891,2.0
67108864,36847975684,18,38,17,65,33.1046,2.0
67108864,22176832350,21,30,16,63,32.4337,2.0
67108864,31678717931,14,37,14,65,32.8019,2.0
67108864,29200912699,17,46,14,69,34.1568,2.0
67108864,22715726776,10,24,15,66,32.8136,2.0
67108864,25943405428,19,27,15,64,32.6184,2.0
67108864,25159473400,19,29,16,67,33.1987,2.0
67108864,24158890795,16,37,16,65,33.1918,2.0
67108864,25162026001,20,30,14,68,33.5305,2.0
67108864,26088945928,15,39,19,64,32.9908,2.0
67108864,39445130365,17,30,13,65,32.8578,2.0
67108864,26892419426,23,32,15,65,32.5979,2.0
67108864,29131431347,14,29,16,68,33.1789,2.0
67108864,24705260344,20,32,20,66,32.727,2.0
67108864,25710343149,22,40,16,65,33.1995,2.0
67108864,23540337383,15,36,16,68,33.3087,2.0
67108864,25740217808,15,20,16,69,33.5722,2.0
67108864,30955970074,21,30,18,62,32.1787,2.0
67108864,24909802136,17,27,19,64,32.9845,2.0
67108864,23099413756,19,36,16,65,32.904,2.0
67108864,23864011487,25,28,21,65,32.7707,2.0
67108864,29509864113,19,25,18,68,32.2167,2.0
67108864,24078617545,16,35,22,64,32.5587,2.0
67108864,25533079909,12,39,17,66,34.0528,2.0
67108864,30771764937,24,46,18,68,32.7572,2.0
67108864,25853118937,12,39,11,69,33.6718,2.0
67108864,30767005193,15,33,19,62,32.254,2.0
67108864,29168538360,20,32,20,65,32.8688,2.0
67108864,26042201469,12,27,19,66,32.8725,2.0
67108864,24104336382,17,29,20,64,32.6033,2.0
67108864,24313849857,20,28,18,69,32.5602,2.0
67108864,25481961715,20,41,15,64,32.9116,2.0
67108864,26469361758,12,32,20,65,33.4219,2.0
67108864,27075572415,18,26,20,69,33.2082,2.0
67108864,23974356536,22,32,14,68,32.9207,2.0
